"BBKK_ID","SubDist","Dist","SubC","Place","Unit","Housing","MVoter","FMVoter","Voter","DistC"
4488,"บางขุนเทียน","เขตจอมทอง",103501,"โรงเรียนวัดบางประทุนนอก",1,193,343,333,676,"1035"
4489,"บางขุนเทียน","เขตจอมทอง",103501,"โรงเรียนวัดบางประทุนนอก",2,195,331,345,676,"1035"
4490,"บางขุนเทียน","เขตจอมทอง",103501,"โรงเรียนวัดไทร",3,204,325,355,680,"1035"
4491,"บางขุนเทียน","เขตจอมทอง",103501,"โรงเรียนวัดไทร",4,199,343,394,737,"1035"
4492,"บางขุนเทียน","เขตจอมทอง",103501,"โรงเรียนวัดไทร",5,212,318,343,661,"1035"
4493,"บางขุนเทียน","เขตจอมทอง",103501,"โรงเรียนวัดไทร",6,213,335,372,707,"1035"
4494,"บางขุนเทียน","เขตจอมทอง",103501,"โรงเรียนวัดไทร",7,227,343,383,726,"1035"
4495,"บางขุนเทียน","เขตจอมทอง",103501,"โรงเรียนวัดไทร",8,220,319,405,724,"1035"
4496,"บางขุนเทียน","เขตจอมทอง",103501,"โรงเรียนมัธยมวัดสิงห์",9,191,358,360,718,"1035"
4497,"บางขุนเทียน","เขตจอมทอง",103501,"โรงเรียนมัธยมวัดสิงห์",10,203,317,368,685,"1035"
4498,"บางขุนเทียน","เขตจอมทอง",103501,"โรงเรียนมัธยมวัดสิงห์",11,205,380,390,770,"1035"
4499,"บางขุนเทียน","เขตจอมทอง",103501,"โรงเรียนมัธยมวัดสิงห์",12,261,373,397,770,"1035"
4500,"บางขุนเทียน","เขตจอมทอง",103501,"โรงเรียนมัธยมวัดสิงห์",13,260,332,426,758,"1035"
4501,"บางขุนเทียน","เขตจอมทอง",103501,"โรงเรียนมัธยมวัดสิงห์",14,255,320,397,717,"1035"
4502,"บางขุนเทียน","เขตจอมทอง",103501,"โรงเรียนมัธยมวัดสิงห์",15,191,337,386,723,"1035"
4503,"บางขุนเทียน","เขตจอมทอง",103501,"โรงเรียนมัธยมวัดสิงห์",16,246,306,419,725,"1035"
4504,"บางขุนเทียน","เขตจอมทอง",103501,"โรงเรียนมัธยมวัดสิงห์",17,280,353,425,778,"1035"
4505,"บางขุนเทียน","เขตจอมทอง",103501,"เต็นท์บริเวณลานจอดรถ สำนักงานสรรพากรพื้นที่ 27 ถนนเอกชัย",18,284,356,401,757,"1035"
